Age,Seniority,Orders,Items,AverageDiscount,TopCategory,BrowsingTime,EmailsOpened,SupportInteractions,TotalCart
23,2,5,7,0.25,Beauty & Personal Care,2.7168005019848724,2,1,16.8
17,2,1,3,0.47,Home & Kitchen,153.85601426326727,1,1,21.49
32,2,2,6,0.07,Toys & Games,75.17269417408195,2,2,24.26
18,2,1,9,0.28,"Clothing,Shoes & Jewelry",64.84720239092009,2,1,8.89
17,1,2,11,0.07,Toys & Games,152.08194961565195,0,0,23.72
26,0,2,2,0.51,Beauty & Personal Care,268.25176011357667,1,1,49.88
24,0,0,6,0.69,"Clothing,Shoes & Jewelry",311.52962764346427,2,0,0.0
22,0,3,4,0.07,Beauty & Personal Care,19.4487024361816,1,0,12.57
23,0,3,3,0.48,"Clothing,Shoes & Jewelry",46.42179539311342,1,0,15.73
27,2,2,8,0.14,Beauty & Personal Care,282.49950118953547,0,0,51.76
22,4,1,2,0.81,Beauty & Personal Care,291.8230751661531,3,2,47.17
25,0,3,3,0.13,Sports & outdoors,65.42359436827437,0,2,20.53
26,1,9,3,0.03,Electronics,22.16420700664707,2,1,32.85
30,0,0,4,0.05,Electronics,8.610387613837952,0,1,0.0
20,1,0,6,0.61,Beauty & Personal Care,61.625816335069,1,0,0.0
32,0,1,4,0.33,Beauty & Personal Care,141.48762994644184,0,0,31.85
32,0,0,7,0.05,Home & Kitchen,140.90887126474604,1,0,0.0
24,1,1,5,0.64,"Clothing,Shoes & Jewelry",74.48364086176448,1,0,14.37
20,2,2,4,0.02,Toys & Games,356.92290032382215,2,0,57.2
32,1,2,2,0.33,Home & Kitchen,111.28878313398911,1,2,29.84
19,1,1,9,0.11,Beauty & Personal Care,15.697722660635042,0,1,3.22
28,0,3,2,0.56,Beauty & Personal Care,307.84442639287175,2,0,60.6
34,2,2,5,0.28,"Clothing,Shoes & Jewelry",191.40706512219793,2,1,42.81
32,0,4,6,0.78,Electronics,189.78032043143008,1,1,47.16
24,1,3,3,0.25,Beauty & Personal Care,53.70578435063716,0,4,18.99
24,0,0,6,0.2,Beauty & Personal Care,42.019275615638,2,1,0.0
20,0,1,8,0.37,Beauty & Personal Care,71.02549636325611,2,0,13.22
19,1,0,4,0.24,"Health, Household & Baby Care",41.01880267676608,0,0,0.0
30,2,1,8,0.67,Home & Kitchen,11.464394437320761,0,0,9.3
22,0,2,5,0.49,"Clothing,Shoes & Jewelry",615.0555604939807,2,1,97.9
25,0,1,2,0.6,Beauty & Personal Care,89.30300890824003,2,3,20.01
20,2,2,6,0.77,"Clothing,Shoes & Jewelry",63.71009707639903,3,0,13.33
14,5,2,4,0.85,"Clothing,Shoes & Jewelry",57.322654638039204,0,1,5.71
26,0,0,4,0.36,Beauty & Personal Care,15.959724322832276,2,0,0.0
28,0,3,8,0.32,Toys & Games,318.9221723996196,1,2,60.92
28,0,0,1,0.33,Home & Kitchen,377.67151768170737,0,3,0.0
25,1,1,3,0.28,Electronics,43.84775711956255,3,0,11.57
26,0,3,3,0.07,"Clothing,Shoes & Jewelry",10.291902463425808,0,1,12.38
16,0,4,5,0.62,"Clothing,Shoes & Jewelry",521.3366134136706,1,0,84.7
19,3,2,5,0.57,Beauty & Personal Care,323.1778115139929,0,1,51.54
28,1,0,7,0.53,Toys & Games,87.25662703058002,1,1,0.0
17,3,2,8,0.45,Beauty & Personal Care,212.1450921555206,1,2,34.07
23,1,5,9,0.85,Beauty & Personal Care,255.10375935949492,0,3,54.21
24,2,0,3,0.84,Toys & Games,538.9775746601,0,1,0.0
39,1,2,5,0.32,Beauty & Personal Care,29.47941979202309,0,1,23.16
22,1,2,4,0.73,"Clothing,Shoes & Jewelry",54.19619445047605,3,0,13.68
24,1,3,3,0.85,Beauty & Personal Care,9.340024539827873,1,1,12.15
24,1,3,5,0.26,"Health, Household & Baby Care",113.47512801436817,0,0,26.43
26,2,1,4,0.5,"Clothing,Shoes & Jewelry",61.958960250208655,1,2,14.02
28,0,3,5,0.57,Beauty & Personal Care,473.5218611996513,2,0,85.49
30,0,2,4,0.17,Toys & Games,23.865100437248838,3,0,15.75
34,0,4,5,0.79,"Health, Household & Baby Care",232.0554625486223,0,2,55.16
21,2,0,1,0.58,"Clothing,Shoes & Jewelry",67.13437615235296,2,2,0.0
26,4,3,4,0.41,Toys & Games,158.08205345893614,2,1,34.31
20,1,2,6,0.47,Toys & Games,100.56368953051641,2,0,18.94
20,2,1,9,0.19,Sports & outdoors,93.79890705774359,3,3,16.0
29,1,5,1,0.56,Toys & Games,43.336747035870864,1,0,25.56
23,0,2,3,0.19,Toys & Games,201.87458082045694,2,0,36.73
22,0,3,3,0.17,"Clothing,Shoes & Jewelry",88.42115730888672,0,1,21.07
29,0,4,6,0.05,"Health, Household & Baby Care",59.995941367131145,0,2,25.84
23,1,2,7,0.85,Home & Kitchen,6.016320492856665,0,0,6.46
19,2,3,3,0.16,"Health, Household & Baby Care",62.72510669941762,2,3,16.12
22,1,3,5,0.61,Beauty & Personal Care,38.63262388033865,1,2,15.3
27,1,2,6,0.46,Toys & Games,261.69419716982827,1,1,48.07
30,2,1,2,0.03,Home & Kitchen,19.102234919887117,1,4,11.6
18,0,1,4,0.51,Beauty & Personal Care,178.58472434544862,0,2,27.16
21,3,0,6,0.75,"Health, Household & Baby Care",71.05138066140728,1,3,0.0
27,5,4,5,0.73,Beauty & Personal Care,163.24324213456848,2,2,39.95
26,0,2,3,0.47,Toys & Games,53.59156720177598,0,4,16.35
33,1,2,9,0.08,Electronics,121.65088637131605,2,0,31.94
32,0,7,1,0.18,Beauty & Personal Care,84.1381113165767,1,1,41.84
18,0,2,9,0.44,"Clothing,Shoes & Jewelry",417.6527260834602,2,2,65.51
25,1,3,3,0.69,Beauty & Personal Care,545.3317360830486,1,1,93.35
29,0,2,5,0.63,"Clothing,Shoes & Jewelry",143.21350259099668,0,3,31.73
32,1,0,5,0.53,Home & Kitchen,7.278110191721648,1,1,0.0
26,0,0,3,0.2,Beauty & Personal Care,35.667320988521205,2,0,0.0
25,1,4,5,0.49,"Health, Household & Baby Care",157.62161271389667,1,2,37.49
32,2,5,3,0.73,Electronics,215.53031930850625,1,1,53.39
35,0,7,7,0.61,"Health, Household & Baby Care",38.93494181773783,1,0,36.18
26,2,2,6,0.86,Beauty & Personal Care,31.72466996604927,2,1,14.2
19,1,2,5,0.33,Electronics,151.307109350523,2,1,25.91
26,2,0,1,0.14,Toys & Games,26.323666946150617,0,0,0.0
24,0,2,4,0.71,Home & Kitchen,31.06355075842654,1,0,11.72
23,2,0,7,0.42,Toys & Games,5.489705558414086,0,1,-0.0
21,1,0,1,0.33,"Clothing,Shoes & Jewelry",825.0411458065581,0,3,0.0
25,1,3,3,0.6,Home & Kitchen,178.8794854838737,1,0,37.36
25,2,3,6,0.62,Electronics,18.103740218487555,4,1,13.96
23,0,1,4,0.12,Toys & Games,193.80321437695594,0,0,31.66
31,2,1,1,0.43,Beauty & Personal Care,71.74924065321599,1,0,20.41
24,1,4,6,0.8,"Clothing,Shoes & Jewelry",42.746108277087195,0,2,18.42
19,1,1,2,0.83,Beauty & Personal Care,79.30228706344482,1,1,12.89
33,1,0,5,0.27,"Health, Household & Baby Care",212.90381266773716,0,0,0.0
33,3,0,7,0.01,"Health, Household & Baby Care",89.24985478006352,0,2,0.0
19,2,3,8,0.75,Electronics,24.796715572441006,1,1,9.1
24,0,3,2,0.4,Toys & Games,183.30507408542258,0,3,37.17
27,0,1,5,0.85,Toys & Games,38.17120235734165,1,0,11.56
27,1,3,1,0.16,"Clothing,Shoes & Jewelry",364.1099257373838,1,0,66.14
23,3,2,5,0.76,"Clothing,Shoes & Jewelry",57.05095627969073,0,0,12.92
22,0,0,5,0.02,Toys & Games,229.8965485460554,0,1,0.0
22,1,4,4,0.34,"Clothing,Shoes & Jewelry",48.16661191178469,0,1,17.69
20,0,2,7,0.69,"Clothing,Shoes & Jewelry",154.61262006144895,0,0,26.25
21,3,3,4,0.49,"Clothing,Shoes & Jewelry",280.0786833464771,1,0,48.39
29,0,3,5,0.6,"Health, Household & Baby Care",81.37186682725367,0,1,25.72
23,0,2,4,0.43,Beauty & Personal Care,50.16104310633687,0,0,14.37
21,1,1,3,0.46,"Health, Household & Baby Care",15.445443317584099,0,1,3.54
24,1,1,12,0.69,"Health, Household & Baby Care",220.84820856201935,0,0,36.52
26,2,1,2,0.85,"Clothing,Shoes & Jewelry",10.330183098961994,1,2,6.14
25,0,1,1,0.42,Toys & Games,98.35890094490178,0,2,19.0
34,1,0,5,0.21,Beauty & Personal Care,118.0045505308304,0,0,0.0
25,0,3,3,0.46,Toys & Games,145.3878664395441,1,2,32.53
18,1,3,10,0.23,"Clothing,Shoes & Jewelry",114.15362067434175,1,0,22.02
26,2,2,6,0.8,Beauty & Personal Care,88.54761098968984,1,1,22.29
26,0,1,4,0.84,Toys & Games,103.6877092888265,1,1,20.77
19,1,1,4,0.54,"Clothing,Shoes & Jewelry",80.86067371777908,1,1,11.74
29,1,0,2,0.43,"Health, Household & Baby Care",150.73124975533358,1,2,0.0
25,1,1,2,0.25,Beauty & Personal Care,309.51250509218545,0,1,51.64
29,4,1,3,0.74,"Clothing,Shoes & Jewelry",41.04582885948035,1,1,12.29
31,1,4,7,0.26,"Clothing,Shoes & Jewelry",146.86670523659024,0,0,39.17
21,1,0,8,0.71,"Clothing,Shoes & Jewelry",37.69000322204389,1,1,0.0
23,1,3,9,0.06,"Health, Household & Baby Care",8.060158198881188,1,1,10.59
27,0,1,7,0.5,Electronics,370.6735498116796,0,0,61.04
31,1,3,3,0.76,Beauty & Personal Care,172.63341279996465,1,0,41.77
33,1,3,3,0.18,"Health, Household & Baby Care",102.62897603305727,2,2,32.75
16,0,1,3,0.84,Toys & Games,86.48408530925465,0,1,10.23
26,1,3,2,0.01,Home & Kitchen,85.30001091800443,2,0,24.68
15,1,3,4,0.44,Home & Kitchen,37.946711921749966,0,1,8.48
35,1,0,4,0.63,"Health, Household & Baby Care",317.70210702152224,1,0,0.0
29,1,2,4,0.45,Toys & Games,171.94863690083986,1,3,36.38
27,0,2,3,0.03,Beauty & Personal Care,101.36725042291933,1,1,25.75
33,0,2,4,0.71,Electronics,56.02408381225837,3,1,22.74
16,1,2,5,0.63,"Health, Household & Baby Care",1581.6815286155304,1,3,238.45
25,0,2,3,0.8,"Health, Household & Baby Care",0.7409702232788716,1,0,7.83
36,4,1,6,0.25,Beauty & Personal Care,58.19651785864408,0,2,21.51
20,1,1,1,0.77,"Clothing,Shoes & Jewelry",138.2566418946618,0,0,20.38
19,1,2,5,0.55,Toys & Games,199.2542300951806,2,1,33.11
25,2,1,6,0.7,"Clothing,Shoes & Jewelry",87.1386944827429,1,2,17.01
27,0,1,7,0.75,Toys & Games,43.70521713828136,0,1,12.15
22,0,2,5,0.41,Toys & Games,19.7276323477819,0,2,8.02
27,0,4,5,0.26,"Clothing,Shoes & Jewelry",31.825029564409814,0,0,19.18
21,2,1,4,0.46,Toys & Games,74.2444827981212,1,1,12.12
25,4,4,3,0.64,"Clothing,Shoes & Jewelry",45.38838635180194,1,2,19.12
33,0,3,9,0.25,"Health, Household & Baby Care",63.36524562870429,2,0,26.93
28,3,0,6,0.36,"Health, Household & Baby Care",62.67983334462182,0,1,0.0
26,0,1,3,0.02,Beauty & Personal Care,224.37680376235932,2,0,40.76
20,0,6,4,0.34,"Health, Household & Baby Care",105.5374059071844,0,2,31.8
18,0,0,6,0.68,Toys & Games,17.166277971561783,1,0,-0.0
28,0,1,5,0.88,"Clothing,Shoes & Jewelry",241.97429459786912,2,1,43.32
28,2,2,3,0.56,"Clothing,Shoes & Jewelry",0.48289102814538265,2,2,9.71
24,2,2,5,0.07,Beauty & Personal Care,68.034432619817,1,1,17.92
35,1,2,5,0.06,"Clothing,Shoes & Jewelry",121.90903705349551,2,0,33.35
18,1,2,5,0.45,"Clothing,Shoes & Jewelry",92.98104955824455,1,1,15.85
24,1,3,8,0.36,Electronics,25.646731935605665,1,0,13.25
23,1,1,3,0.07,Beauty & Personal Care,197.84564250117984,0,2,33.61
28,0,1,4,0.83,Beauty & Personal Care,277.591476452417,0,2,49.41
32,3,4,1,0.3,Electronics,104.54011305318863,2,0,33.84
15,1,1,3,0.14,"Clothing,Shoes & Jewelry",43.71453169853145,1,1,3.27
24,1,2,3,0.33,Toys & Games,83.06667670197142,0,1,18.57
35,2,1,3,0.47,Beauty & Personal Care,220.02009962595287,1,1,45.82
19,2,1,6,0.28,Home & Kitchen,37.076810974289685,1,0,5.43
31,4,0,3,0.43,Beauty & Personal Care,200.07247526538055,0,0,0.0
12,1,2,7,0.06,"Clothing,Shoes & Jewelry",62.33836644815993,0,0,6.3
28,2,4,2,0.84,Home & Kitchen,38.31473086904039,1,2,21.44
34,0,1,4,0.77,Electronics,42.91813138750685,1,3,17.9
29,2,1,2,0.14,Toys & Games,110.3720740113139,0,1,23.16
29,0,2,4,0.44,Electronics,164.44236577048258,1,1,35.18
31,1,2,2,0.46,Toys & Games,95.30422196630266,0,0,25.45
25,3,2,4,0.41,Beauty & Personal Care,0.6687279792133778,1,0,8.0
23,1,3,4,0.08,Toys & Games,413.48851385239146,0,2,70.62
20,2,1,3,0.67,Toys & Games,228.78680862155684,1,0,34.32
25,0,2,2,0.86,"Clothing,Shoes & Jewelry",137.00198928950746,2,1,28.28
29,0,3,5,0.48,Home & Kitchen,82.78376963477244,0,1,26.01
32,2,1,5,0.89,Beauty & Personal Care,505.32944249358684,2,1,86.72
31,2,1,4,0.55,"Health, Household & Baby Care",72.38633500946575,1,2,19.87
32,1,2,11,0.04,Beauty & Personal Care,99.42101762738483,1,2,29.18
28,2,0,11,0.15,Sports & outdoors,237.3324659413296,1,0,0.0
25,1,3,1,0.74,Home & Kitchen,353.4285206220361,0,3,63.47
33,1,0,4,0.54,"Health, Household & Baby Care",94.863639409995,0,1,0.0
27,0,4,4,0.66,"Clothing,Shoes & Jewelry",56.46188915654178,0,2,23.04
26,1,0,6,0.33,Beauty & Personal Care,2.9733108157626287,1,2,0.0
30,0,2,5,0.57,Toys & Games,117.51170388612134,2,0,29.24
24,1,3,6,0.35,Beauty & Personal Care,44.25143561676341,1,0,17.43
18,0,1,5,0.24,Toys & Games,59.51732611782514,0,2,8.04
29,0,4,4,0.34,Toys & Games,302.57272195654866,0,1,61.56
20,2,0,7,0.79,Beauty & Personal Care,11.032671998615966,2,3,0.0
23,1,2,7,0.23,Home & Kitchen,64.52576862692608,1,1,16.03
22,1,5,3,0.84,Sports & outdoors,309.0181897403832,0,1,60.15
25,1,2,5,0.36,"Health, Household & Baby Care",79.34224737600671,0,0,19.03
21,0,4,3,0.12,Home & Kitchen,263.22510686171836,1,2,50.75
27,1,1,3,0.2,Beauty & Personal Care,263.4124719353315,0,0,46.11
18,0,3,4,0.22,"Health, Household & Baby Care",553.2775630792037,1,0,88.65
22,1,1,4,0.09,Toys & Games,235.93786402818384,2,2,38.14
32,2,1,5,0.67,Electronics,45.26723856138598,2,0,16.2
24,0,4,7,0.89,"Clothing,Shoes & Jewelry",27.800186981910713,2,2,17.37
25,1,1,3,0.6,Home & Kitchen,52.34877129103007,3,0,13.28
18,2,4,3,0.54,Beauty & Personal Care,42.993690840711174,2,0,15.79
23,0,2,7,0.5,Beauty & Personal Care,93.89579186647568,1,0,21.4
22,2,2,5,0.16,"Clothing,Shoes & Jewelry",255.62091011683955,1,0,42.88
19,1,2,4,0.58,Home & Kitchen,12.765468325330694,3,0,5.86
23,0,3,6,0.41,Home & Kitchen,59.70158485380567,0,2,18.23
29,1,3,5,0.1,"Health, Household & Baby Care",47.066924891245804,0,1,20.42
24,0,0,5,0.69,"Health, Household & Baby Care",77.96803094683565,1,0,0.0
26,4,5,8,0.55,"Clothing,Shoes & Jewelry",87.79606251652469,4,0,30.39
25,2,3,3,0.65,"Clothing,Shoes & Jewelry",106.32102988009765,0,1,25.26
23,2,3,8,0.62,"Clothing,Shoes & Jewelry",90.077039410839,1,2,22.01
26,0,2,6,0.22,Toys & Games,47.71095709746035,0,0,14.99
24,6,3,2,0.77,Toys & Games,41.60124943310804,1,0,14.0
29,1,1,6,0.49,Electronics,44.24092293916687,1,0,13.72
30,1,1,5,0.27,"Clothing,Shoes & Jewelry",203.90766622303923,1,1,38.54
26,2,1,9,0.65,Beauty & Personal Care,47.2471370092432,0,0,12.59
20,1,1,5,0.28,"Clothing,Shoes & Jewelry",167.51516789806686,1,1,25.58
31,1,3,3,0.05,"Health, Household & Baby Care",5.657625738185585,1,0,15.99
25,1,2,6,0.12,Toys & Games,103.02337926093641,0,0,22.27
34,3,1,3,0.81,"Health, Household & Baby Care",22.94988730840456,0,2,13.86
27,1,2,3,0.03,Electronics,109.19530807107515,0,1,24.75
28,1,4,4,0.11,Beauty & Personal Care,149.53711693291044,1,1,39.42
11,3,0,3,0.43,"Clothing,Shoes & Jewelry",157.8986356267561,3,1,0.0
32,0,0,1,0.09,Toys & Games,401.97475948912836,0,1,0.0
29,0,1,2,0.19,"Clothing,Shoes & Jewelry",25.549426555512394,0,1,10.87
27,0,0,6,0.77,"Health, Household & Baby Care",186.2782764664548,1,1,0.0
34,0,2,3,0.58,"Health, Household & Baby Care",40.86855699213009,2,1,21.27
34,1,0,6,0.81,"Health, Household & Baby Care",49.185699697898166,2,0,0.0
28,1,4,5,0.41,"Clothing,Shoes & Jewelry",46.49815816683802,0,1,21.94
30,1,1,6,0.82,"Clothing,Shoes & Jewelry",10.606006359865587,1,2,9.55
24,2,3,8,0.82,Beauty & Personal Care,132.1637427978725,0,1,29.91
34,0,2,2,0.65,"Health, Household & Baby Care",68.28828636653375,1,0,24.74
13,2,1,5,0.0,Toys & Games,142.0716728555531,1,0,16.3
25,1,1,5,0.72,Toys & Games,144.94950167003077,0,0,25.36
28,0,2,2,0.12,"Clothing,Shoes & Jewelry",59.97484159070103,0,1,18.3
35,0,3,8,0.73,Electronics,149.8100952427679,1,0,40.31
29,1,2,4,0.11,Beauty & Personal Care,357.90309966601706,0,3,65.27
28,1,4,3,0.53,Sports & outdoors,19.735771385193665,0,0,18.2
31,4,0,4,0.87,Toys & Games,78.88867314484885,0,1,0.0
24,0,2,5,0.84,Toys & Games,328.61738699725214,1,3,56.33
27,2,1,4,0.14,"Clothing,Shoes & Jewelry",156.4902160614447,0,0,28.3
35,2,1,4,0.39,Beauty & Personal Care,3.933220164236213,1,0,13.29
23,1,1,4,0.26,Sports & outdoors,100.8919237172196,1,1,18.32
21,1,1,4,0.4,"Clothing,Shoes & Jewelry",15.0337853795876,2,0,3.71
21,4,0,4,0.29,Toys & Games,14.824193758590337,0,1,-0.0
31,1,3,3,0.09,"Health, Household & Baby Care",320.45567842373015,0,3,63.2
26,0,1,3,0.47,Beauty & Personal Care,265.54996820684215,0,0,45.9
30,0,2,3,0.64,"Clothing,Shoes & Jewelry",151.0721551764063,0,0,33.18
34,1,2,5,0.45,"Health, Household & Baby Care",8.516079243816256,0,3,15.58
38,2,3,4,0.33,Beauty & Personal Care,236.69764478504214,2,0,56.93
20,1,5,5,0.6,"Clothing,Shoes & Jewelry",201.75857842385196,1,5,43.22
25,2,3,4,0.12,Beauty & Personal Care,85.87763676588759,1,1,24.32
22,0,0,4,0.85,Toys & Games,33.738659788688764,1,4,0.0
28,2,1,6,0.25,Beauty & Personal Care,372.23073933474797,1,1,63.51
24,2,4,6,0.22,Electronics,81.7590897236792,0,0,23.92
33,3,0,3,0.63,Home & Kitchen,241.79346336395142,1,0,0.0
24,2,2,1,0.01,Toys & Games,44.93267541711608,0,2,12.76
22,1,2,4,0.5,Toys & Games,329.7030730658751,3,0,55.23
30,0,1,7,0.17,"Clothing,Shoes & Jewelry",90.5507863091175,4,0,23.1
31,0,0,2,0.25,Toys & Games,158.29790991007258,0,2,0.0
35,0,0,3,0.3,"Health, Household & Baby Care",102.74432801611455,0,1,0.0
23,2,4,7,0.17,"Clothing,Shoes & Jewelry",57.46402535439334,0,1,19.63
25,1,1,3,0.75,Beauty & Personal Care,52.186860267543935,2,1,13.81
32,1,3,6,0.35,"Clothing,Shoes & Jewelry",1.3221983207642272,0,2,15.34
26,0,3,6,0.43,Toys & Games,92.83449467580452,0,2,25.0
37,0,2,8,0.51,Beauty & Personal Care,255.9389847355244,0,1,55.92
21,1,0,5,0.83,"Clothing,Shoes & Jewelry",300.2499803584211,0,2,0.0
27,1,1,5,0.9,Electronics,69.54701426310613,2,2,16.62
21,0,2,9,0.41,"Clothing,Shoes & Jewelry",32.70123304129858,0,0,8.83
19,2,3,4,0.31,Beauty & Personal Care,2.1329071031371734,1,1,7.2
24,2,2,4,0.18,"Clothing,Shoes & Jewelry",107.42370172623015,1,1,22.28
29,0,3,3,0.79,"Clothing,Shoes & Jewelry",365.3109018891706,1,0,67.97
21,1,1,6,0.12,"Health, Household & Baby Care",260.7428218214515,1,2,41.08
19,2,2,5,0.01,Electronics,52.92943440338883,0,0,9.9
26,0,3,3,0.5,Toys & Games,140.78109085603347,0,0,31.82
23,1,4,5,0.01,"Clothing,Shoes & Jewelry",31.269888661313253,2,0,16.77
32,2,2,2,0.69,Home & Kitchen,87.99891297151673,1,3,26.08
16,0,1,8,0.59,"Clothing,Shoes & Jewelry",430.8104938853413,1,0,62.18
32,0,3,7,0.8,Beauty & Personal Care,295.2651649007426,2,1,61.87
22,0,4,3,0.51,"Health, Household & Baby Care",143.5187729335108,1,2,33.39
28,1,3,6,0.73,Toys & Games,270.9288573419901,0,0,52.52
29,1,0,3,0.07,Electronics,23.15553784422479,2,1,0.0
17,1,2,3,0.16,Toys & Games,178.3555463725074,1,0,27.96
33,0,1,3,0.51,Beauty & Personal Care,72.21763624082213,1,0,22.59
24,2,0,3,0.17,Beauty & Personal Care,9.91690810614477,1,0,0.0
30,2,3,8,0.86,"Clothing,Shoes & Jewelry",185.3226610611758,1,4,41.77
26,3,2,3,0.16,Toys & Games,175.97635318706068,3,1,34.8
20,3,0,7,0.66,Toys & Games,14.777089878838066,1,3,-0.0
29,0,1,4,0.16,Toys & Games,79.28629446924495,1,0,19.42
32,3,0,3,0.14,Electronics,41.186166431374296,0,1,0.0
16,0,4,5,0.47,"Health, Household & Baby Care",50.420444880983275,2,0,15.11
32,3,5,4,0.87,"Health, Household & Baby Care",738.220201140779,1,1,131.95
23,2,2,3,0.52,Electronics,66.16176896603706,1,1,15.3
29,2,2,5,0.08,"Clothing,Shoes & Jewelry",123.9166562112479,4,2,30.05
30,0,0,8,0.28,Toys & Games,204.7161737201148,1,0,0.0
26,0,2,3,0.63,Toys & Games,69.40360344298206,0,3,18.53
29,1,1,8,0.66,Beauty & Personal Care,23.05277935275978,1,0,11.94
22,2,1,6,0.63,"Health, Household & Baby Care",157.32064583816614,1,1,25.72
17,2,1,5,0.62,Home & Kitchen,90.86218273935982,0,1,11.58
15,3,3,6,0.04,Toys & Games,350.77200759502665,0,1,54.51
25,2,3,3,0.47,Beauty & Personal Care,122.08823835729292,0,1,29.18
29,0,2,5,0.04,"Health, Household & Baby Care",99.9865446204766,1,0,25.98
15,3,1,2,0.04,Beauty & Personal Care,166.62841283546624,0,2,22.32
27,0,3,3,0.43,"Clothing,Shoes & Jewelry",131.72688409918624,1,2,31.84
26,1,3,5,0.55,Toys & Games,20.36215191095828,1,3,14.38
34,2,3,3,0.88,"Clothing,Shoes & Jewelry",116.5828086681838,0,2,33.63
22,1,3,3,0.14,"Clothing,Shoes & Jewelry",52.19619269548827,2,1,16.24
26,0,2,3,0.83,Home & Kitchen,102.55318038578355,2,0,24.34
24,5,0,7,0.46,"Clothing,Shoes & Jewelry",45.46192620560797,0,0,0.0
33,1,2,3,0.56,Pet Supplies,112.86508538274043,2,0,30.93
32,1,4,7,0.72,Home & Kitchen,34.312915456417755,1,3,24.4
28,1,3,6,0.72,Beauty & Personal Care,59.05216845755623,1,0,22.54
33,1,2,1,0.45,"Health, Household & Baby Care",79.70905459628055,2,3,26.35
22,2,2,3,0.36,Beauty & Personal Care,63.86875951476838,0,1,15.23
29,1,0,11,0.67,"Clothing,Shoes & Jewelry",120.22279116462565,0,1,0.0
29,1,3,7,0.78,"Clothing,Shoes & Jewelry",142.2813205215921,3,1,35.32
27,0,1,5,0.51,"Clothing,Shoes & Jewelry",132.88041019507523,3,2,26.92
22,1,0,6,0.44,Home & Kitchen,9.957856329473692,1,1,0.0
21,0,0,2,0.26,Home & Kitchen,224.6196541763472,1,1,0.0
31,0,3,3,0.77,Beauty & Personal Care,49.770167863293516,1,1,23.79
28,2,2,3,0.4,Beauty & Personal Care,81.43186513642287,1,1,22.8
31,2,2,7,0.65,Home & Kitchen,22.31174200135552,0,0,14.67
24,0,5,3,0.32,"Clothing,Shoes & Jewelry",66.58605434401142,1,3,26.0
19,0,3,5,0.4,Beauty & Personal Care,76.32822354361218,0,1,18.47
25,1,0,6,0.49,Beauty & Personal Care,84.3931344777158,0,0,0.0
16,1,4,5,0.37,"Clothing,Shoes & Jewelry",65.18382603439667,0,0,15.6
33,0,2,3,0.64,Beauty & Personal Care,718.5563136651624,0,0,122.05
22,1,1,5,0.7,"Clothing,Shoes & Jewelry",40.0001760842828,2,2,8.43
33,0,4,2,0.35,"Health, Household & Baby Care",41.926543484036806,1,3,26.58
34,1,1,6,0.35,Home & Kitchen,246.9515392465114,1,2,48.74
24,1,3,2,0.84,"Clothing,Shoes & Jewelry",291.1546429587183,0,2,52.61
15,0,2,2,0.18,Toys & Games,389.14330111896317,2,2,59.11
24,1,2,6,0.36,Home & Kitchen,85.3575201987434,1,0,19.7
26,0,1,5,0.24,"Clothing,Shoes & Jewelry",179.67622911773046,0,1,31.77
24,0,3,4,0.73,Toys & Games,144.3407946179479,1,1,31.4
23,1,0,4,0.48,Beauty & Personal Care,442.99034875412025,4,2,0.0
27,1,2,2,0.15,Electronics,149.21024795537622,0,2,30.85
19,0,1,2,0.35,"Clothing,Shoes & Jewelry",76.36305377338822,0,3,11.24
30,1,4,3,0.1,Electronics,64.15504317161601,3,0,27.42
27,0,2,7,0.26,"Clothing,Shoes & Jewelry",111.64505416578923,0,2,25.49
34,1,3,4,0.12,Home & Kitchen,3.9651184244620765,1,3,18.48
26,1,4,3,0.13,"Clothing,Shoes & Jewelry",110.83146276708885,1,0,30.44
22,0,3,3,0.36,Office Supplies,31.09051104530364,0,0,12.07
29,4,0,4,0.54,Beauty & Personal Care,149.8303620938392,1,0,0.0
28,2,1,3,0.28,Home & Kitchen,236.4285905775303,0,0,41.59
22,1,1,1,0.14,Beauty & Personal Care,80.0478179588981,0,3,15.29
29,1,2,6,0.46,"Clothing,Shoes & Jewelry",159.4527642003732,0,1,33.63
22,1,3,7,0.42,"Clothing,Shoes & Jewelry",311.46378763229603,1,1,54.66
15,0,2,4,0.47,Home & Kitchen,264.08279522176156,2,0,40.44
18,0,2,8,0.28,Home & Kitchen,2.4611520489771284,1,2,3.42
25,2,2,5,0.09,Toys & Games,83.32716895116934,1,1,19.61
15,0,1,2,0.22,Home & Kitchen,79.33060474622043,1,0,9.32
36,0,3,4,0.63,Home & Kitchen,140.59501963315677,2,0,40.62
35,4,2,4,0.71,"Clothing,Shoes & Jewelry",31.722842451861084,1,3,18.72
23,0,1,2,0.76,Beauty & Personal Care,110.95901372033828,0,0,20.36
22,4,2,5,0.28,Beauty & Personal Care,40.77105473209615,1,0,11.52
27,4,0,3,0.36,"Clothing,Shoes & Jewelry",115.86194749736437,0,2,0.0
25,2,3,3,0.48,"Clothing,Shoes & Jewelry",30.11934421967639,0,1,13.88
18,3,1,5,0.07,Electronics,145.57617062042388,1,1,20.33
31,1,5,8,0.86,Beauty & Personal Care,146.92426164907923,0,0,43.51
39,2,2,3,0.14,"Health, Household & Baby Care",10.423263560698816,0,1,19.08
